新闻,#genre#
CNTV(KR),http://iptvpro.pw:35451//加QQ1078393318/897659860/926.ts
CPBC(KR),http://iptvpro.pw:35451//加QQ1078393318/897659860/952.ts
CTS(KR),http://iptvpro.pw:35451//加QQ1078393318/897659860/954.ts
Discoverychannel(KR),http://iptvpro.pw:35451//加QQ1078393318/897659860/953.ts
HISTORY(KR),http://iptvpro.pw:35451//加QQ1078393318/897659860/956.ts
Smithsonianchannel(KR),http://iptvpro.pw:35451//加QQ1078393318/897659860/950.ts
EBS1(KR),http://iptvpro.pw:35451//加QQ1078393318/897659860/946.ts
EBS2(KR),http://iptvpro.pw:35451//加QQ1078393318/897659860/947.ts
EBSPLUS1(KR),http://iptvpro.pw:35451//加QQ1078393318/897659860/894.ts
EBSPLUS2(KR),http://iptvpro.pw:35451//加QQ1078393318/897659860/948.ts
EBSKids(KR),http://iptvpro.pw:35451//加QQ1078393318/897659860/928.ts
FTV(KR),http://iptvpro.pw:35451//加QQ1078393318/897659860/943.ts
InetTV(KR),http://iptvpro.pw:35451//加QQ1078393318/897659860/923.ts
JEI??TV(KR),http://iptvpro.pw:35451//加QQ1078393318/897659860/910.ts
KidsTalkTalk(KR),http://iptvpro.pw:35451//加QQ1078393318/897659860/927.ts
Kstar(KR),http://iptvpro.pw:35451//加QQ1078393318/897659860/968.ts
MBN(KR),http://iptvpro.pw:35451//加QQ1078393318/897659860/907.ts
NOW[??](KR),http://iptvpro.pw:35451//加QQ1078393318/897659860/911.ts
OCN(KR),http://iptvpro.pw:35451//加QQ1078393318/897659860/914.ts
OCNMovies1(KR),http://iptvpro.pw:35451//加QQ1078393318/897659860/915.ts
OCNMovies2(KR),http://iptvpro.pw:35451//加QQ1078393318/897659860/916.ts
Mnet(KR),http://iptvpro.pw:35451//加QQ1078393318/897659860/919.ts
PlayyWell(KR),http://iptvpro.pw:35451//加QQ1078393318/897659860/971.ts
SCREEN(KR),http://iptvpro.pw:35451//加QQ1078393318/897659860/913.ts
SKStoa(KR),http://iptvpro.pw:35451//加QQ1078393318/897659860/963.ts
tvNSports(KR),http://iptvpro.pw:35451//加QQ1078393318/897659860/949.ts
Tooniverse(KR),http://iptvpro.pw:35451//加QQ1078393318/897659860/924.ts
Golf&PBA(KR),http://iptvpro.pw:35451//加QQ1078393318/897659860/958.ts
TVChosun(KR),http://iptvpro.pw:35451//加QQ1078393318/897659860/905.ts
TVChosun2(KR),http://iptvpro.pw:35451//加QQ1078393318/897659860/918.ts
TVBaduk(KR),http://iptvpro.pw:35451//加QQ1078393318/897659860/944.ts
tvN(KR),http://iptvpro.pw:35451//加QQ1078393318/897659860/920.ts
tvNShow(KR),http://iptvpro.pw:35451//加QQ1078393318/897659860/921.ts
Yonhapnewstv(KR),http://iptvpro.pw:35451//加QQ1078393318/897659860/906.ts
YTN(KR),http://iptvpro.pw:35451//加QQ1078393318/897659860/929.ts
韩国娱乐台KMTV(KR),http://iptvpro.pw:35451//加QQ1078393318/897659860/975.ts
?????(KR),http://iptvpro.pw:35451//加QQ1078393318/897659860/925.ts
?????braintv象棋(KR),http://iptvpro.pw:35451//加QQ1078393318/897659860/959.ts
Arirang(KR),http://iptvpro.pw:35451//加QQ1078393318/897659860/964.ts
ALLTVK(KR),http://iptvpro.pw:35451//加QQ1078393318/897659860/974.ts
轮播LB,#genre#
三国演义,http://iptvpro.pw:35451//加QQ1078393318/897659860/2337.ts
西游记,http://iptvpro.pw:35451//加QQ1078393318/897659860/2336.ts
西游记续,http://iptvpro.pw:35451//加QQ1078393318/897659860/2339.ts
红楼梦,http://iptvpro.pw:35451//加QQ1078393318/897659860/2343.ts
红楼梦,http://iptvpro.pw:35451//加QQ1078393318/897659860/2348.ts
水浒传,http://iptvpro.pw:35451//加QQ1078393318/897659860/2341.ts
上海滩G,http://iptvpro.pw:35451//加QQ1078393318/897659860/2340.ts
上海滩Y,http://iptvpro.pw:35451//加QQ1078393318/897659860/2342.ts
射雕英雄传,http://iptvpro.pw:35451//加QQ1078393318/897659860/2335.ts
射雕英雄传Y,http://iptvpro.pw:35451//加QQ1078393318/897659860/2338.ts
走向共和,http://iptvpro.pw:35451//加QQ1078393318/897659860/2345.ts
大明王朝1566,http://iptvpro.pw:35451//加QQ1078393318/897659860/2344.ts
山花烂漫时,http://iptvpro.pw:35451//加QQ1078393318/897659860/2350.ts
康熙王朝,http://iptvpro.pw:35451//加QQ1078393318/897659860/2347.ts
雍正王朝,http://iptvpro.pw:35451//加QQ1078393318/897659860/2346.ts
我的团长我的团,http://iptvpro.pw:35451//加QQ1078393318/897659860/2351.ts
潜伏,http://iptvpro.pw:35451//加QQ1078393318/897659860/2356.ts
亮剑,http://iptvpro.pw:35451//加QQ1078393318/897659860/2349.ts
武林外传,http://iptvpro.pw:35451//加QQ1078393318/897659860/2352.ts
周星驰,http://iptvpro.pw:35451//加QQ1078393318/897659860/2354.ts
任然,http://iptvpro.pw:35451//加QQ1078393318/897659860/2372.ts
借枪,http://iptvpro.pw:35451//加QQ1078393318/897659860/2355.ts
刘德华,http://iptvpro.pw:35451//加QQ1078393318/897659860/2363.ts
周华健,http://iptvpro.pw:35451//加QQ1078393318/897659860/2373.ts
戴佩妮,http://iptvpro.pw:35451//加QQ1078393318/897659860/2370.ts
黄家驹,http://iptvpro.pw:35451//加QQ1078393318/897659860/2374.ts
甄嬛传,http://iptvpro.pw:35451//加QQ1078393318/897659860/2353.ts
90年代华语经典,http://iptvpro.pw:35451//加QQ1078393318/897659860/2358.ts
00年代华语经典,http://iptvpro.pw:35451//加QQ1078393318/897659860/2357.ts
10年代华语经典,http://iptvpro.pw:35451//加QQ1078393318/897659860/2359.ts
粤语歌曲1974-94,http://iptvpro.pw:35451//加QQ1078393318/897659860/2361.ts
王心凌,http://iptvpro.pw:35451//加QQ1078393318/897659860/2365.ts
王菲,http://iptvpro.pw:35451//加QQ1078393318/897659860/2376.ts
徐佳莹,http://iptvpro.pw:35451//加QQ1078393318/897659860/2367.ts
那英,http://iptvpro.pw:35451//加QQ1078393318/897659860/2371.ts
郁可唯,http://iptvpro.pw:35451//加QQ1078393318/897659860/2364.ts
郑少秋,http://iptvpro.pw:35451//加QQ1078393318/897659860/2375.ts
陈慧娴,http://iptvpro.pw:35451//加QQ1078393318/897659860/2360.ts
陈百强,http://iptvpro.pw:35451//加QQ1078393318/897659860/2362.ts
陈绮贞,http://iptvpro.pw:35451//加QQ1078393318/897659860/2369.ts
香港怀旧金曲,http://iptvpro.pw:35451//加QQ1078393318/897659860/2366.ts
刘若英,http://iptvpro.pw:35451//加QQ1078393318/897659860/2368.ts
王剑,http://iptvpro.pw:35451//加QQ1078393318/897659860/2566.ts
文昭思绪飞扬,http://iptvpro.pw:35451//加QQ1078393318/897659860/2586.ts
袁sir,http://iptvpro.pw:35451//加QQ1078393318/897659860/2573.ts
stone,http://iptvpro.pw:35451//加QQ1078393318/897659860/2567.ts
老黑1,http://iptvpro.pw:35451//加QQ1078393318/897659860/2579.ts
老黑2,http://iptvpro.pw:35451//加QQ1078393318/897659860/2580.ts
温相说党史1,http://iptvpro.pw:35451//加QQ1078393318/897659860/2574.ts
温相说党史2,http://iptvpro.pw:35451//加QQ1078393318/897659860/2575.ts
明镜电视1,http://iptvpro.pw:35451//加QQ1078393318/897659860/2582.ts
明镜电视2,http://iptvpro.pw:35451//加QQ1078393318/897659860/2583.ts
冷眼财经,http://iptvpro.pw:35451//加QQ1078393318/897659860/2578.ts
徐某人,http://iptvpro.pw:35451//加QQ1078393318/897659860/2572.ts
徐晓东1,http://iptvpro.pw:35451//加QQ1078393318/897659860/2576.ts
徐晓东2,http://iptvpro.pw:35451//加QQ1078393318/897659860/2577.ts
周孝正,http://iptvpro.pw:35451//加QQ1078393318/897659860/2571.ts
周周侃1,http://iptvpro.pw:35451//加QQ1078393318/897659860/2584.ts
周周侃2,http://iptvpro.pw:35451//加QQ1078393318/897659860/2585.ts
黄河边1,http://iptvpro.pw:35451//加QQ1078393318/897659860/2587.ts
黄河边2,http://iptvpro.pw:35451//加QQ1078393318/897659860/2588.ts
国际盲流子,http://iptvpro.pw:35451//加QQ1078393318/897659860/2568.ts
人在非洲1,http://iptvpro.pw:35451//加QQ1078393318/897659860/2569.ts
人在非洲2,http://iptvpro.pw:35451//加QQ1078393318/897659860/2570.ts
小岛浪吹,http://iptvpro.pw:35451//加QQ1078393318/897659860/2565.ts
Memehongkong-1,http://iptvpro.pw:35451//加QQ1078393318/897659860/2581.ts
美国USA,#genre#
USCNN,http://iptvpro.pw:35451//加QQ1078393318/897659860/1125.ts
USCNNB,http://iptvpro.pw:35451//加QQ1078393318/897659860/1201.ts
USCNNInternational,http://iptvpro.pw:35451//加QQ1078393318/897659860/1277.ts
USFOXNews,http://iptvpro.pw:35451//加QQ1078393318/897659860/1183.ts
USMSNBC,http://iptvpro.pw:35451//加QQ1078393318/897659860/1273.ts
USOAN,http://iptvpro.pw:35451//加QQ1078393318/897659860/1265.ts
USNewsmax,http://iptvpro.pw:35451//加QQ1078393318/897659860/1264.ts
France24EN,http://iptvpro.pw:35451//加QQ1078393318/897659860/1261.ts
SKYNEWS,http://iptvpro.pw:35451//加QQ1078393318/897659860/1262.ts
DW,http://iptvpro.pw:35451//加QQ1078393318/897659860/1557.ts
AljeezeraEnglish,http://iptvpro.pw:35451//加QQ1078393318/897659860/1305.ts
Russiatoday,http://iptvpro.pw:35451//加QQ1078393318/897659860/1312.ts
USCGTN,http://iptvpro.pw:35451//加QQ1078393318/897659860/1268.ts
USI24NewsEnglish,http://iptvpro.pw:35451//加QQ1078393318/897659860/1309.ts
USCNBC,http://iptvpro.pw:35451//加QQ1078393318/897659860/1271.ts
USFoxBusiness,http://iptvpro.pw:35451//加QQ1078393318/897659860/1246.ts
USBBCWorldNews,http://iptvpro.pw:35451//加QQ1078393318/897659860/1188.ts
USRussiatoday,http://iptvpro.pw:35451//加QQ1078393318/897659860/1182.ts
USCBSN,http://iptvpro.pw:35451//加QQ1078393318/897659860/1130.ts
USBloomberg,http://iptvpro.pw:35451//加QQ1078393318/897659860/1126.ts
USWeatherChannel,http://iptvpro.pw:35451//加QQ1078393318/897659860/1286.ts
USWeathernation,http://iptvpro.pw:35451//加QQ1078393318/897659860/1284.ts
USNBCNowNews,http://iptvpro.pw:35451//加QQ1078393318/897659860/1127.ts
USABCNYWABC,http://iptvpro.pw:35451//加QQ1078393318/897659860/1131.ts
USNBCNYWNBC,http://iptvpro.pw:35451//加QQ1078393318/897659860/1132.ts
USFOX5NYWNYW,http://iptvpro.pw:35451//加QQ1078393318/897659860/1134.ts
USCBSNYWCBS,http://iptvpro.pw:35451//加QQ1078393318/897659860/1133.ts
USABCLOSANGELES,http://iptvpro.pw:35451//加QQ1078393318/897659860/1135.ts
USNBCLosAngelesKNBC,http://iptvpro.pw:35451//加QQ1078393318/897659860/1247.ts
USFox11LOSANGELESKTTV,http://iptvpro.pw:35451//加QQ1078393318/897659860/1137.ts
USCBSLOSANGELES,http://iptvpro.pw:35451//加QQ1078393318/897659860/1136.ts
USABC10MiamiWPLG,http://iptvpro.pw:35451//加QQ1078393318/897659860/1138.ts
USNBCMiamiWTVJ,http://iptvpro.pw:35451//加QQ1078393318/897659860/1139.ts
USFoxMiamiWSVN,http://iptvpro.pw:35451//加QQ1078393318/897659860/1141.ts
USCBSMiamiWFOR,http://iptvpro.pw:35451//加QQ1078393318/897659860/1140.ts
USABC12SanAntonioKSAT,http://iptvpro.pw:35451//加QQ1078393318/897659860/1142.ts
USNBC4SanAntonioWOAI,http://iptvpro.pw:35451//加QQ1078393318/897659860/1143.ts
USCBS5SanAntonioKENS,http://iptvpro.pw:35451//加QQ1078393318/897659860/1144.ts
USCBS2-WBBM,http://iptvpro.pw:35451//加QQ1078393318/897659860/1186.ts
USCWNYWPIX,http://iptvpro.pw:35451//加QQ1078393318/897659860/1145.ts
USWSB-TV,http://iptvpro.pw:35451//加QQ1078393318/897659860/26644.ts
USPBSNYBuffalo,http://iptvpro.pw:35451//加QQ1078393318/897659860/1280.ts
USNews12Bronx,http://iptvpro.pw:35451//加QQ1078393318/897659860/1128.ts
USNews12Westchester,http://iptvpro.pw:35451//加QQ1078393318/897659860/1129.ts
USHBO1,http://iptvpro.pw:35451//加QQ1078393318/897659860/1146.ts
USHBO2,http://iptvpro.pw:35451//加QQ1078393318/897659860/1147.ts
USHBOComedy,http://iptvpro.pw:35451//加QQ1078393318/897659860/1150.ts
USHBOSignature,http://iptvpro.pw:35451//加QQ1078393318/897659860/1148.ts
USHBOLatino,http://iptvpro.pw:35451//加QQ1078393318/897659860/1152.ts
USHBOZone,http://iptvpro.pw:35451//加QQ1078393318/897659860/1151.ts
USHDNetMovies,http://iptvpro.pw:35451//加QQ1078393318/897659860/1153.ts
USShowtime,http://iptvpro.pw:35451//加QQ1078393318/897659860/1154.ts
USShowtime2,http://iptvpro.pw:35451//加QQ1078393318/897659860/1155.ts
USShowtimeExtrem,http://iptvpro.pw:35451//加QQ1078393318/897659860/1157.ts
USShowtimeShowcase,http://iptvpro.pw:35451//加QQ1078393318/897659860/1156.ts
USStarz,http://iptvpro.pw:35451//加QQ1078393318/897659860/1158.ts
USStarzComedy,http://iptvpro.pw:35451//加QQ1078393318/897659860/1163.ts
USStarzEdge,http://iptvpro.pw:35451//加QQ1078393318/897659860/1160.ts
USStarzEncore,http://iptvpro.pw:35451//加QQ1078393318/897659860/1159.ts
USStarzinBlack,http://iptvpro.pw:35451//加QQ1078393318/897659860/1161.ts
USStarzKidsandFamily,http://iptvpro.pw:35451//加QQ1078393318/897659860/1162.ts
USStarzEncoreWesterns,http://iptvpro.pw:35451//加QQ1078393318/897659860/1250.ts
USCinemax,http://iptvpro.pw:35451//加QQ1078393318/897659860/1164.ts
US5Starmax,http://iptvpro.pw:35451//加QQ1078393318/897659860/1165.ts
USActionmax,http://iptvpro.pw:35451//加QQ1078393318/897659860/1166.ts
USMoremax,http://iptvpro.pw:35451//加QQ1078393318/897659860/1167.ts
USEPIX2,http://iptvpro.pw:35451//加QQ1078393318/897659860/1298.ts
USHallmark,http://iptvpro.pw:35451//加QQ1078393318/897659860/1290.ts
USHallmarkDrama,http://iptvpro.pw:35451//加QQ1078393318/897659860/1289.ts
UShallmarkMovie&Mysteries,http://iptvpro.pw:35451//加QQ1078393318/897659860/1288.ts
USLMN,http://iptvpro.pw:35451//加QQ1078393318/897659860/1245.ts
USUSANetwork,http://iptvpro.pw:35451//加QQ1078393318/897659860/1229.ts
USHGTV,http://iptvpro.pw:35451//加QQ1078393318/897659860/1173.ts
USInvestagationDiscovery,http://iptvpro.pw:35451//加QQ1078393318/897659860/1175.ts
USSYFY,http://iptvpro.pw:35451//加QQ1078393318/897659860/1310.ts
USTVOne,http://iptvpro.pw:35451//加QQ1078393318/897659860/1307.ts
USION,http://iptvpro.pw:35451//加QQ1078393318/897659860/1197.ts
USLifetime,http://iptvpro.pw:35451//加QQ1078393318/897659860/1174.ts
USTLC,http://iptvpro.pw:35451//加QQ1078393318/897659860/1172.ts
USOWN,http://iptvpro.pw:35451//加QQ1078393318/897659860/1176.ts
USTCM,http://iptvpro.pw:35451//加QQ1078393318/897659860/1181.ts
USVH1,http://iptvpro.pw:35451//加QQ1078393318/897659860/1177.ts
USWGN,http://iptvpro.pw:35451//加QQ1078393318/897659860/1178.ts
USA&E,http://iptvpro.pw:35451//加QQ1078393318/897659860/1242.ts
USAHC,http://iptvpro.pw:35451//加QQ1078393318/897659860/1236.ts
USAMC,http://iptvpro.pw:35451//加QQ1078393318/897659860/1203.ts
USADULTSWIM,http://iptvpro.pw:35451//加QQ1078393318/897659860/1295.ts
USBBCAmerica,http://iptvpro.pw:35451//加QQ1078393318/897659860/1204.ts
USBET,http://iptvpro.pw:35451//加QQ1078393318/897659860/1205.ts
USBetHer,http://iptvpro.pw:35451//加QQ1078393318/897659860/1267.ts
USBetJam,http://iptvpro.pw:35451//加QQ1078393318/897659860/1276.ts
USBetSoul,http://iptvpro.pw:35451//加QQ1078393318/897659860/1278.ts
USBravo,http://iptvpro.pw:35451//加QQ1078393318/897659860/1210.ts
USCMT,http://iptvpro.pw:35451//加QQ1078393318/897659860/1297.ts
USComedyCentral,http://iptvpro.pw:35451//加QQ1078393318/897659860/1230.ts
USComet,http://iptvpro.pw:35451//加QQ1078393318/897659860/1222.ts
USCozi,http://iptvpro.pw:35451//加QQ1078393318/897659860/1283.ts
USCrime&Investigation,http://iptvpro.pw:35451//加QQ1078393318/897659860/1293.ts
USDestinationAmerica,http://iptvpro.pw:35451//加QQ1078393318/897659860/1216.ts
USDiscovery,http://iptvpro.pw:35451//加QQ1078393318/897659860/1303.ts
USDiscoveryLifeChannel,http://iptvpro.pw:35451//加QQ1078393318/897659860/1304.ts
USFoodNetwork,http://iptvpro.pw:35451//加QQ1078393318/897659860/1311.ts
USNickelodeon,http://iptvpro.pw:35451//加QQ1078393318/897659860/1306.ts
USHistory,http://iptvpro.pw:35451//加QQ1078393318/897659860/1244.ts
USScience,http://iptvpro.pw:35451//加QQ1078393318/897659860/1275.ts
USDiscoveryFamily,http://iptvpro.pw:35451//加QQ1078393318/897659860/1258.ts
USAnimalPlanet,http://iptvpro.pw:35451//加QQ1078393318/897659860/1308.ts
USNatGeo,http://iptvpro.pw:35451//加QQ1078393318/897659860/1302.ts
USNatGeoWild,http://iptvpro.pw:35451//加QQ1078393318/897659860/1249.ts
USCooking,http://iptvpro.pw:35451//加QQ1078393318/897659860/1248.ts
USDisney,http://iptvpro.pw:35451//加QQ1078393318/897659860/1213.ts
USDisneyJunior,http://iptvpro.pw:35451//加QQ1078393318/897659860/1214.ts
USDisneyXD,http://iptvpro.pw:35451//加QQ1078393318/897659860/1215.ts
USCartoonNetwork,http://iptvpro.pw:35451//加QQ1078393318/897659860/1251.ts
USBoomerage,http://iptvpro.pw:35451//加QQ1078393318/897659860/1254.ts
USNickJunior,http://iptvpro.pw:35451//加QQ1078393318/897659860/1179.ts
USNicktoon,http://iptvpro.pw:35451//加QQ1078393318/897659860/1231.ts
USBabyTV,http://iptvpro.pw:35451//加QQ1078393318/897659860/1180.ts
USMTV,http://iptvpro.pw:35451//加QQ1078393318/897659860/1282.ts
USMTVLIVE,http://iptvpro.pw:35451//加QQ1078393318/897659860/1269.ts
USOxygen,http://iptvpro.pw:35451//加QQ1078393318/897659860/1241.ts
USParamountNetwork,http://iptvpro.pw:35451//加QQ1078393318/897659860/1292.ts
USE!,http://iptvpro.pw:35451//加QQ1078393318/897659860/1285.ts
USFreeform,http://iptvpro.pw:35451//加QQ1078393318/897659860/1225.ts
USFuse,http://iptvpro.pw:35451//加QQ1078393318/897659860/1274.ts
USFX,http://iptvpro.pw:35451//加QQ1078393318/897659860/1223.ts
USFXX,http://iptvpro.pw:35451//加QQ1078393318/897659860/1208.ts
USFXM,http://iptvpro.pw:35451//加QQ1078393318/897659860/1209.ts
USFYI,http://iptvpro.pw:35451//加QQ1078393318/897659860/1238.ts
USGACFamily,http://iptvpro.pw:35451//加QQ1078393318/897659860/1243.ts
USGSN,http://iptvpro.pw:35451//加QQ1078393318/897659860/1228.ts
USIFC,http://iptvpro.pw:35451//加QQ1078393318/897659860/1224.ts
USLawAndCrime,http://iptvpro.pw:35451//加QQ1078393318/897659860/1257.ts
USWETV,http://iptvpro.pw:35451//加QQ1078393318/897659860/1212.ts
USLogo,http://iptvpro.pw:35451//加QQ1078393318/897659860/1235.ts
USMagnoliaNetwork(DIY),http://iptvpro.pw:35451//加QQ1078393318/897659860/1291.ts
USMetv,http://iptvpro.pw:35451//加QQ1078393318/897659860/1281.ts
USMotorTrend,http://iptvpro.pw:35451//加QQ1078393318/897659860/1211.ts
USSundance,http://iptvpro.pw:35451//加QQ1078393318/897659860/1217.ts
USTBS,http://iptvpro.pw:35451//加QQ1078393318/897659860/1206.ts
USTravel,http://iptvpro.pw:35451//加QQ1078393318/897659860/1207.ts
USTruTV,http://iptvpro.pw:35451//加QQ1078393318/897659860/1272.ts
USTVLand,http://iptvpro.pw:35451//加QQ1078393318/897659860/1221.ts
USBOUNCE,http://iptvpro.pw:35451//加QQ1078393318/897659860/1185.ts
USASPIRE,http://iptvpro.pw:35451//加QQ1078393318/897659860/1184.ts
USTBN,http://iptvpro.pw:35451//加QQ1078393318/897659860/1256.ts
USTVGFanDuel,http://iptvpro.pw:35451//加QQ1078393318/897659860/1260.ts
USUnimas,http://iptvpro.pw:35451//加QQ1078393318/897659860/1287.ts
USUniversalkids,http://iptvpro.pw:35451//加QQ1078393318/897659860/1294.ts
USNASA,http://iptvpro.pw:35451//加QQ1078393318/897659860/1189.ts
USLatinNBCUniverso,http://iptvpro.pw:35451//加QQ1078393318/897659860/1198.ts
USUnivisionNetwork,http://iptvpro.pw:35451//加QQ1078393318/897659860/1431.ts
加拿大CA,#genre#
CACP24,http://iptvpro.pw:35451//加QQ1078393318/897659860/1429.ts
CACP24B,http://iptvpro.pw:35451//加QQ1078393318/897659860/1350.ts
CACBCNews,http://iptvpro.pw:35451//加QQ1078393318/897659860/1359.ts
CACTVNews,http://iptvpro.pw:35451//加QQ1078393318/897659860/1437.ts
CACBCToronto,http://iptvpro.pw:35451//加QQ1078393318/897659860/1434.ts
CACBCMontreal,http://iptvpro.pw:35451//加QQ1078393318/897659860/1458.ts
CACBCVAN,http://iptvpro.pw:35451//加QQ1078393318/897659860/1349.ts
CACBCOttawa,http://iptvpro.pw:35451//加QQ1078393318/897659860/1333.ts
CACTVToronto,http://iptvpro.pw:35451//加QQ1078393318/897659860/1435.ts
CACTVMontreal,http://iptvpro.pw:35451//加QQ1078393318/897659860/1460.ts
CACTVVancouver,http://iptvpro.pw:35451//加QQ1078393318/897659860/1459.ts
CACTVOttawa,http://iptvpro.pw:35451//加QQ1078393318/897659860/1344.ts
CAGlobalOntario,http://iptvpro.pw:35451//加QQ1078393318/897659860/1455.ts
CAGlobalMontreal,http://iptvpro.pw:35451//加QQ1078393318/897659860/1463.ts
CAGlobalVancouver,http://iptvpro.pw:35451//加QQ1078393318/897659860/1462.ts
CACityTVToronto,http://iptvpro.pw:35451//加QQ1078393318/897659860/1438.ts
CACityTVMontreal,http://iptvpro.pw:35451//加QQ1078393318/897659860/1468.ts
CITYTVVancouver,http://iptvpro.pw:35451//加QQ1078393318/897659860/1461.ts
CACTV2,http://iptvpro.pw:35451//加QQ1078393318/897659860/1428.ts
CAICI-TeleOttawa-Gatineau,http://iptvpro.pw:35451//加QQ1078393318/897659860/1456.ts
CABNNBloomberg,http://iptvpro.pw:35451//加QQ1078393318/897659860/1356.ts
CATheWeatherNetworks,http://iptvpro.pw:35451//加QQ1078393318/897659860/1372.ts
CACHCH,http://iptvpro.pw:35451//加QQ1078393318/897659860/1454.ts
CAOMNI1,http://iptvpro.pw:35451//加QQ1078393318/897659860/1389.ts
CAOMNI2,http://iptvpro.pw:35451//加QQ1078393318/897659860/1450.ts
CATVO,http://iptvpro.pw:35451//加QQ1078393318/897659860/1452.ts
CAYesTV,http://iptvpro.pw:35451//加QQ1078393318/897659860/1453.ts
CACrave1,http://iptvpro.pw:35451//加QQ1078393318/897659860/1342.ts
CACrave2,http://iptvpro.pw:35451//加QQ1078393318/897659860/1318.ts
CACrave3,http://iptvpro.pw:35451//加QQ1078393318/897659860/1328.ts
CACrave4,http://iptvpro.pw:35451//加QQ1078393318/897659860/1337.ts
CAHBO1,http://iptvpro.pw:35451//加QQ1078393318/897659860/1329.ts
CAHBO2,http://iptvpro.pw:35451//加QQ1078393318/897659860/1346.ts
CAHollywood00s,http://iptvpro.pw:35451//加QQ1078393318/897659860/1323.ts
CAHollywood70s,http://iptvpro.pw:35451//加QQ1078393318/897659860/1321.ts
CAHollywood80s,http://iptvpro.pw:35451//加QQ1078393318/897659860/1322.ts
CAHollywood90s,http://iptvpro.pw:35451//加QQ1078393318/897659860/1348.ts
CAStarz1,http://iptvpro.pw:35451//加QQ1078393318/897659860/1330.ts
CAStarz2,http://iptvpro.pw:35451//加QQ1078393318/897659860/1319.ts
CADiscoveryScience,http://iptvpro.pw:35451//加QQ1078393318/897659860/1336.ts
CAFoodNetwork,http://iptvpro.pw:35451//加QQ1078393318/897659860/1440.ts
CALoveNature,http://iptvpro.pw:35451//加QQ1078393318/897659860/1439.ts
CASmithsonian,http://iptvpro.pw:35451//加QQ1078393318/897659860/1442.ts
CAAnimalPlanet,http://iptvpro.pw:35451//加QQ1078393318/897659860/1354.ts
CAHistory,http://iptvpro.pw:35451//加QQ1078393318/897659860/1368.ts
CAHistory2,http://iptvpro.pw:35451//加QQ1078393318/897659860/1369.ts
CANationalGeographic,http://iptvpro.pw:35451//加QQ1078393318/897659860/1370.ts
CANationalGeographicWild,http://iptvpro.pw:35451//加QQ1078393318/897659860/1411.ts
CAHGTV,http://iptvpro.pw:35451//加QQ1078393318/897659860/1422.ts
CABBCEarth,http://iptvpro.pw:35451//加QQ1078393318/897659860/1355.ts
CADocumentaryChannel,http://iptvpro.pw:35451//加QQ1078393318/897659860/1416.ts
CACottageLife,http://iptvpro.pw:35451//加QQ1078393318/897659860/1413.ts
CADiscoveryVelocity,http://iptvpro.pw:35451//加QQ1078393318/897659860/1374.ts
CABBCFirst,http://iptvpro.pw:35451//加QQ1078393318/897659860/1375.ts
CATLC,http://iptvpro.pw:35451//加QQ1078393318/897659860/1394.ts
CAICIExplora,http://iptvpro.pw:35451//加QQ1078393318/897659860/1315.ts
CAInvestigationDiscovery,http://iptvpro.pw:35451//加QQ1078393318/897659860/1316.ts
CAA&E,http://iptvpro.pw:35451//加QQ1078393318/897659860/1378.ts
CAAMC,http://iptvpro.pw:35451//加QQ1078393318/897659860/1379.ts
CADtour,http://iptvpro.pw:35451//加QQ1078393318/897659860/1417.ts
CAE!,http://iptvpro.pw:35451//加QQ1078393318/897659860/1386.ts
CAFX,http://iptvpro.pw:35451//加QQ1078393318/897659860/1418.ts
CAFXX,http://iptvpro.pw:35451//加QQ1078393318/897659860/1365.ts
CALifetime,http://iptvpro.pw:35451//加QQ1078393318/897659860/1425.ts
CAMakeFul,http://iptvpro.pw:35451//加QQ1078393318/897659860/1407.ts
CAMovieTime,http://iptvpro.pw:35451//加QQ1078393318/897659860/1408.ts
CACTVLife,http://iptvpro.pw:35451//加QQ1078393318/897659860/1373.ts
CACTVSci-Fi,http://iptvpro.pw:35451//加QQ1078393318/897659860/1363.ts
CACTVDrama,http://iptvpro.pw:35451//加QQ1078393318/897659860/1362.ts
CACTVComedy,http://iptvpro.pw:35451//加QQ1078393318/897659860/1436.ts
CADejaView,http://iptvpro.pw:35451//加QQ1078393318/897659860/1480.ts
CANTV,http://iptvpro.pw:35451//加QQ1078393318/897659860/1477.ts
CACI,http://iptvpro.pw:35451//加QQ1078393318/897659860/1360.ts
CAMuch,http://iptvpro.pw:35451//加QQ1078393318/897659860/1409.ts
CAShowcase,http://iptvpro.pw:35451//加QQ1078393318/897659860/1404.ts
CASlice,http://iptvpro.pw:35451//加QQ1078393318/897659860/1405.ts
CAT+E,http://iptvpro.pw:35451//加QQ1078393318/897659860/1393.ts
CAVisionTV,http://iptvpro.pw:35451//加QQ1078393318/897659860/1392.ts
CAWNetwork,http://iptvpro.pw:35451//加QQ1078393318/897659860/1391.ts
CAHLN,http://iptvpro.pw:35451//加QQ1078393318/897659860/1367.ts
CABBCWorld,http://iptvpro.pw:35451//加QQ1078393318/897659860/1358.ts
CADisneyChannel,http://iptvpro.pw:35451//加QQ1078393318/897659860/1414.ts
CADisneyJunior,http://iptvpro.pw:35451//加QQ1078393318/897659860/1415.ts
CADisneyXD,http://iptvpro.pw:35451//加QQ1078393318/897659860/1382.ts
CATreehouse,http://iptvpro.pw:35451//加QQ1078393318/897659860/1400.ts
